IATA_ID,Name,WMO_ID,MSC_ID,Latitude,Longitude,Elevation(m),Data_Provider,Dataset/Network,AUTO/MAN,Province/Territory
CPZN,PINHORN AGCM,,3045100,49.028895,-111.025017,1061.0,GovAB,CA,AUTO,Alberta
CPZW,WARNER AGCM,,3046951,49.282792,-112.160296,1004.0,GovAB,CA,AUTO,Alberta
CTAG,FORT FRANCES RCS,71962,6022474,48.65118,-93.43896,342.660,MSC,CA,AUTO,Ontario
CTBF,BRANTFORD AIRPORT,71602,6140942,43.13733,-80.331275,246.941,MSC,CA,AUTO,Ontario
CTBO,BROCKVILLE CLIMATE,71161,6100970,44.635233,-75.751617,122.425,MSC,CA,AUTO,Ontario
CTBT,BEATRICE CLIMATE,71694,6110607,45.135713,-79.398931,285.168,MSC,CA,AUTO,Ontario
CTCK,MOOSE CREEK WELLS,71635,6105397,45.251227,-74.962954,86.162,MSC,CA,AUTO,Ontario
CTKG,KINGSTON CLIMATE,71820,6104142,44.218,-76.595,113.3,MSC,CA,AUTO,Ontario
CTKR,KENORA RCS,71151,6034073,49.790497,-94.361239,412.544,MSC,CA,AUTO,Ontario
CTLS,LAKE SUPERIOR PROVINCIAL PARK,71640,6054425,47.72305,-84.81404,400.509,MSC,CA,AUTO,Ontario
CTMS,TIMMINS CLIMATE,71193,6078282,48.568,-81.378,296.0,MSC,CA,AUTO,Ontario
CTNK,ALGONQUIN PARK EAST GATE,71581,6080192,45.535689,-78.261698,400.078,MSC,CA,AUTO,Ontario
CTPM,PEMBROKE,71196,6106367,45.86007,-77.252387,161.521,MSC,CA,AUTO,Ontario
CTRA,RAWSON LAKE (AUT),71855,6036907,49.664152,-93.732919,434.742,MSC,CA,AUTO,Ontario
CTRY,MONO CENTRE,71098,6157000,44.032498,-80.024285,437.4,MSC,CA,AUTO,Ontario
CTSB,SUDBURY CLIMATE,71733,6068145,46.6324,-80.796,350.0,MSC,CA,AUTO,Ontario
CTTR,TOBERMORY RCS,71767,6128330,45.22414,-81.635069,211.264,MSC,CA,AUTO,Ontario
CTUX,UXBRIDGE WEST,71932,6159123,44.098248,-79.163552,321.87,MSC,CA,AUTO,Ontario
CTWL,WELLAND-PELHAM,71752,6139449,42.973197,-79.325323,180.0,MSC,CA,AUTO,Ontario
CTXR,EARLTON CLIMATE,71213,6072230,47.697482,-79.853365,245.437,MSC,CA,AUTO,Ontario
CTZE,GORE BAY CLIMATE,71956,6092920,45.889797,-82.572159,195.84,MSC,CA,AUTO,Ontario
CTZN,NORTH BAY AIRPORT,73016,6085695,46.372723,-79.423555,365.5,MSC,CA,AUTO,Ontario
CTZR,SARNIA CLIMATE,71746,6127519,42.994835,-82.307414,181.912,MSC,CA,AUTO,Ontario
CVAS,ASHCROFT,71681,1160515,50.708438,-121.281258,328.5,MSC,CA,AUTO,British Columbia
CVBB,DELTA BURNS BOG,71042,1102415,49.125992,-123.002436,4.6,MSC,CA,AUTO,British Columbia
CVBD,BELLA COOLA AIRPORT,71533,1060844,52.388507,-126.586783,38.200,MSC,CA,AUTO,British Columbia
CVBR,BURWASH AIRPORT AUTO,71195,2100184,61.370132,-139.032477,802.5,MSC,CA,AUTO,Yukon
CVCL,CULTUS LAKE,,1102221,49.078938,-121.978702,45.7,MSC,CA,AUTO,British Columbia
CVCW,CLEARWATER AUTO,71645,1161650,51.652609,-120.082309,455.978,MSC,CA,AUTO,British Columbia
CVFJ,FORT ST JAMES GOLF CLUB,73047,1092977,54.459673,-124.292078,707.831,MSC,CA,AUTO,British Columbia
CVFN,FORT NELSON,71594,1192948,58.841389,-122.574167,380.4,MSC,CA,AUTO,British Columbia
CVFS,FORT ST JAMES AUTO,71933,1092975,54.455433,-124.285532,688.36,MSC,CA,AUTO,British Columbia
CVGE,GOLDEN AIRPORT,71905,1173220,51.300275,-116.984435,787.935,MSC,CA,AUTO,British Columbia
CVHD,PORT HARDY AIRPORT,73014,1026273,50.684839,-127.380436,20.209,MSC,CA,AUTO,British Columbia
CVKC,KITIMAT FOREST AVE,73007,1064324,54.056434,-128.604077,106.454,MSC,CA,AUTO,British Columbia
CVKU,KELOWNA UBCO,71644,1123996,49.940767,-119.400214,458.0,MSC,CA,AUTO,British Columbia
CVLY,LYTTON RCS,71765,1114746,50.224545,-121.581879,226.8,MSC,CA,AUTO,British Columbia
CVME,MERRITT,71557,1125073,50.112691,-120.778099,592.5,MSC,CA,AUTO,British Columbia
CVOC,WHISTLER - NESTERS,71687,1100875,50.1289,-122.9546,661.8,MSC,CA,AUTO,British Columbia
CVOD,CALLAGHAN VALLEY,71688,1101300,50.14405,-123.110608,887.4,MSC,CA,AUTO,British Columbia
CVOM,PORT MELLON,71605,1046332,49.5263,-123.496211,130.8,MSC,CA,AUTO,British Columbia
CVOO,NORTH COWICHAN,71927,1015630,48.824209,-123.718917,46.8,MSC,CA,AUTO,British Columbia
CVOP,POWELL RIVER,71720,1046392,49.834356,-124.498176,127.0,MSC,CA,AUTO,British Columbia
CVOQ,QUALICUM BEACH AIRPORT,71766,1026562,49.337222,-124.393889,60.2,MSC,CA,AUTO,British Columbia
CVOU,SECHELT AUT,71638,1047172,49.457998,-123.715224,87.151,MSC,CA,AUTO,British Columbia
CVPE,HOPE AIRPORT,71114,1113543,49.369843,-121.493708,41.0,MSC,CA,AUTO,British Columbia
CVPX,PRINCE GEORGE MASSEY AUTO,,1096454,53.90001,-122.790803,602.163,MSC,CA,AUTO,British Columbia
CVQZ,QUESNEL AIRPORT AUTO,71779,1096631,53.026929,-122.506271,544.397,MSC,CA,AUTO,British Columbia
CVRA,REVELSTOKE AIRPORT AUTO,71882,1176755,50.958123,-118.176407,445.116,MSC,CA,AUTO,British Columbia
CVSA,SAANICHTON CFIA,73028,1016943,48.621733,-123.410233,25.5,MSC,CA,AUTO,British Columbia
CVSJ,FORT ST JOHN AIRPORT,73090,1183002,56.247478,-120.750133,692.792,MSC,CA,AUTO,British Columbia
CVSL,OOTSA LAKE SKINS LAKE,71679,1085836,53.771997,-125.996842,861.9,MSC,CA,AUTO,British Columbia
CVTF,TSAWWASSEN FERRY AUTO,,1108291,49.0039,-123.1333,8.3,MSC,CA,AUTO,British Columbia
CVTS,SATURNA CAPMON,71914,1017099,48.775203,-123.128286,179.5,MSC,CA,AUTO,British Columbia
CVVR,VANCOUVER SEA ISLAND CCG,71608,1108380,49.182552,-123.187254,4.118,MSC,CA,AUTO,British Columbia
CVXC,CRANBROOK AIRPORT AUTO,71660,1152106,49.61766,-115.789025,930.837,MSC,CA,AUTO,British Columbia
CVXS,PRINCE GEORGE AIRPORT AUTO,71302,1096453,53.888996,-122.67208,680.440,MSC,CA,AUTO,British Columbia
CVXY,WHITEHORSE AUTO,71773,2101310,60.733208,-135.097817,714.0,MSC,CA,AUTO,Yukon
CVYD,SMITHERS AIRPORT AUTO,71268,1077501,54.824275,-127.189264,519.997,MSC,CA,AUTO,British Columbia
CVZP,SANDSPIT AIRPORT AUTO,71101,1057051,53.249444,-131.813138,10.900,MSC,CA,AUTO,British Columbia
CVZY,MACKENZIE AIRPORT AUTO,71944,1184793,55.305279,-123.137895,695.6,MSC,CA,AUTO,British Columbia
CWAE,Whistler,,1048899,50.16670,-122.90000,657.8,NAV CANADA,NC-HWOS,MAN,British Columbia
CWAF,ILE ROUGE,71426,7043BP9,48.068802,-69.555347,4.9,MSC,CA,AUTO,Quebec
CWAG,LA SCIE,71337,8402520,49.9128,-55.6713,196.0,MSC,CA,AUTO,Newfoundland and Labrador
CWAQ,CORONACH SPC,71516,40318MN,49.057766,-105.490473,762.187,MSC,CA,AUTO,Saskatchewan
CWAR,ARGENTIA (AUT),71807,8400104,47.310633,-53.998173,10.9,MSC,CA,AUTO,Newfoundland and Labrador
CWAS,HOWE SOUND - PAM ROCKS,71211,10459NN,49.487798,-123.299511,9.071,MSC,CA,AUTO,British Columbia
CWAV,SUNDRE A,71248,3026KNQ,51.7781,-114.6825,1115.600,MSC,CA,AUTO,Alberta
CWAY,MOULD BAY CS,71989,250M001,76.23767,-119.347881,2.516,MSC,CA,AUTO,Northwest Territories
CWBA,BARRAGE TEMISCAMINGUE,71732,7080468,46.709657,-79.100838,182.645,MSC,CA,AUTO,Quebec
CWBD,INDIAN HEAD CDA,71515,4013480,50.556798,-103.652183,581.695,MSC,CA,AUTO,Saskatchewan
CWBJ,INNER WHALEBACKS,71162,2202560,61.920731,-113.726069,167.12,MSC,CA,AUTO,Northwest Territories
CWBK,CARIBOU POINT (AUT),71415,8200774,45.76422,-62.680444,4.091,MSC,CA,AUTO,Nova Scotia
CWBM,BEAVERLODGE RCS,71230,3070600,55.1967,-119.3964,746.6,MSC,CA,AUTO,Alberta
CWBO,BROOKS,71457,3030QLP,50.555337,-111.849428,748.1,MSC,CA,AUTO,Alberta
CWBS,LAC SAINT-PIERRE,71198,701LP0N,46.1833,-72.9167,16.2,MSC,CA,AUTO,Quebec
CWBT,LONGUE-POINTE-DE-MINGAN,71512,7044328,50.271508,-64.226628,11.215,MSC,CA,AUTO,Quebec
CWBU,NIPAWIN,71312,407N51G,53.3323,-104.0031,369.5,MSC,CA,AUTO,Saskatchewan
CWBV,BEAVER ISLAND (AUT),71403,8200558,44.82476,-62.338838,7.5,MSC,CA,AUTO,Nova Scotia
CWBY,PORT-MENIER,71810,7056202,49.838383,-64.29356,54.845,MSC,CA,AUTO,Quebec
CWBZ,ST-ANICET 1,71712,702FQLF,45.120816,-74.289519,49.690,MSC,CA,AUTO,Quebec
CWCF,BERENS RIVER CS,71158,5030203,52.359792,-97.021983,222.657,MSC,CA,AUTO,Manitoba
CWCH,ATIKOKAN (AUT),71747,6020LPQ,48.760939,-91.62823,389.140,MSC,CA,AUTO,Ontario
CWCI,CARIBOU ISLAND (AUT),71433,6041222,47.339379,-85.826062,185.443,MSC,CA,AUTO,Ontario
CWCJ,PUKASKWA (AUT),71750,6046768,48.607707,-86.287335,191.361,MSC,CA,AUTO,Ontario
CWCT,CORONATION CLIMATE,71318,3011887,52.07427,-111.449205,790.98,MSC,CA,AUTO,Alberta
CWDA,ENGLEE (AUT),71417,8401538,50.721137,-56.112844,34.15,MSC,CA,AUTO,Newfoundland and Labrador
CWDC,URANIUM CITY (AUT),71076,406QLD0,59.560859,-108.47757,319.7,MSC,CA,AUTO,Saskatchewan
CWDE,LAC BENOIT,71520,706I001,51.5324,-71.1104,549.0,MSC,CA,AUTO,Quebec
CWDI,BADGER (AUT),71400,8400301,48.968153,-56.060969,110.0,MSC,CA,AUTO,Newfoundland and Labrador
CWDJ,REGINA RCS,71514,4016699,50.42691,-104.670143,577.422,MSC,CA,AUTO,Saskatchewan
CWDK,CLARESHOLM,71234,3031640,50.003467,-113.640433,1008.766,MSC,CA,AUTO,Alberta
CWDM,CHEVERY,71814,7041382,50.464872,-59.639545,7.446,MSC,CA,AUTO,Quebec
CWDO,TWILLINGATE (AUT),71402,8404025,49.6833,-54.8,81.0,MSC,CA,AUTO,Newfoundland and Labrador
CWDP,MANOUANE EST,71521,706I155,50.656472,-70.532028,497.0,MSC,CA,AUTO,Quebec
CWDQ,LA TUQUE,71378,707DBD4,47.410914,-72.787581,168.100,MSC,CA,AUTO,Quebec
CWDR,DISCOVERY ISLAND,71031,1012475,48.4246,-123.225833,21.1,MSC,CA,AUTO,British Columbia
CWDT,CHUTE-DES-PASSES,71522,7061541,49.840138,-71.168333,398.2,MSC,CA,AUTO,Quebec
CWDU,COP UPPER,71235,3031875,51.0762,-114.2225,1236.2,MSC,CA,AUTO,Alberta
CWDV,UPSALA (AUT),71435,6049095,49.036,-90.4613,488.668,MSC,CA,AUTO,Ontario
CWDW,ST ANTHONY,71558,8403399,51.386961,-56.090042,34.15,MSC,CA,AUTO,Newfoundland and Labrador
CWDZ,DRUMHELLER EAST,71237,30221LG,51.4451,-112.6758,679.300,MSC,CA,AUTO,Alberta
CWEA,PINAWA,71448,503B1ER,50.177455,-96.064588,267.916,MSC,CA,AUTO,Manitoba
CWEB,ESTEVAN POINT CS,71894,1032731,49.3832,-126.5447,8.0,MSC,CA,AUTO,British Columbia
CWEC,WELCOME ISLAND (AUT),71751,6049443,48.369485,-89.119559,212.353,MSC,CA,AUTO,Ontario
CWEE,CHAMOUCHOUANE,71523,7061288,49.278305,-73.355861,304.99,MSC,CA,AUTO,Quebec
CWEF,ST PAUL ISLAND (AUT),71418,8204909,47.226333,-60.139972,26.0,MSC,CA,AUTO,Nova Scotia
CWEH,EASTEND CYPRESS (AUT),71131,4032322,49.43763,-108.98887,1079.816,MSC,CA,AUTO,Saskatchewan
CWEI,MELITA,71447,501A7AR,49.281262,-100.986228,445.94,MSC,CA,AUTO,Manitoba
CWEK,GREY ISLET (AUT),71476,1063303,54.5803,-130.6978,10.9,MSC,CA,AUTO,British Columbia
CWEL,ENTRANCE ISLAND,71772,1022689,49.208664,-123.810536,8.979,MSC,CA,AUTO,British Columbia
CWEO,LAC EON,71421,704C64L,51.86738,-63.283231,569.75,MSC,CA,AUTO,Quebec
CWEP,EAST POINT (AUT),71412,8300418,46.4596,-61.987842,8.089,MSC,CA,AUTO,Prince Edward Island
CWEQ,SWAN RIVER RCS,71443,504K80K,52.115144,-101.232791,335.012,MSC,CA,AUTO,Manitoba
CWER,ILE D'ORLEANS,71424,70132G9,46.9967,-70.8083,3.6,MSC,CA,AUTO,Quebec
CWEU,Eureka,71917,2401208,79.99440,-85.81190,82.9,NAV CANADA,NC-AWOS,AUTO,Nunavut
CWEU,Eureka,71917,2401203,79.99440,-85.81190,82.9,NAV CANADA,NC-HWOS,MAN,Nunavut
CWEW,L'ASSOMPTION,71524,7014160,45.809397,-73.434814,18.835,MSC,CA,AUTO,Quebec
CWEX,EMERSON AUTO,71560,5020881,49.0,-97.2375,243.5,MSC,CA,AUTO,Manitoba
CWEZ,SATURNA ISLAND,71473,1017101,48.783215,-123.045807,25.4,MSC,CA,AUTO,British Columbia
CWFE,ELK ISLAND NAT PARK,71238,3012275,53.682619,-112.868105,714.85,MSC,CA,AUTO,Alberta
CWFF,MELFORT,71456,4055079,52.816274,-104.596511,487.343,MSC,CA,AUTO,Saskatchewan
CWFG,SARTINE ISLAND (AUT),71478,1037090,50.819384,-128.906201,107.170,MSC,CA,AUTO,British Columbia
CWFJ,CARDSTON,71153,3031322,49.2008,-113.2859,1137.2,MSC,CA,AUTO,Alberta
CWFO,FLIN FLON,71954,5050919,54.678101,-101.679182,302.771,MSC,CA,AUTO,Manitoba
CWFP,NAIN,71665,8502799,56.55,-61.6833,7.6,MSC,CA,AUTO,Newfoundland and Labrador
CWFQ,FRELIGHSBURG,71373,7022579,45.039571,-72.856107,226.074,MSC,CA,AUTO,Quebec
CWFW,BAIE-COMEAU,71829,704S001,49.259088,-68.145631,131.66,MSC,CA,AUTO,Quebec
CWFZ,FORT RELIANCE (AUT),71160,2201903,62.711303,-109.168219,168.553,MSC,CA,AUTO,Northwest Territories
CWGB,BALLENAS ISLAND,71769,1020590,49.350581,-124.160523,14.51,MSC,CA,AUTO,British Columbia
CWGD,GODERICH,71261,6122847,43.764791,-81.712275,215.25,MSC,CA,AUTO,Ontario
CWGF,GARDEN RIVER,71253,307KPFP,58.7108,-113.8665,242.0,MSC,CA,AUTO,Alberta
CWGH,GRENADIER ISLAND,71281,6103024,44.455,-75.862,83.5,MSC,CA,AUTO,Ontario
CWGL,LAGOON CITY,71282,6114295,44.548,-79.221,211.5,MSC,CA,AUTO,Ontario
CWGM,WATERTON PARK GATE,71154,3056214,49.131256,-113.808608,1292.360,MSC,CA,AUTO,Alberta
CWGN,GRETNA (AUT),71441,5021220,49.030841,-97.560191,251.606,MSC,CA,AUTO,Manitoba
CWGP,PEMBERTON AIRPORT,71777,1086082,50.305556,-122.733889,207.0,MSC,CA,AUTO,British Columbia
CWGR,ILES DE LA MADELEINE,71710,7053KGR,47.425194,-61.774667,9.6,MSC,CA,AUTO,Quebec
CWGT,SISTERS ISLAND,71781,1027403,49.486437,-124.43487,23.6,MSC,CA,AUTO,British Columbia
CWGW,SPARWOOD CS,71782,1157631,49.745,-114.8839,1137.9,MSC,CA,AUTO,British Columbia
CWGX,GILLAM,73087,5060999,56.35936,-94.70411,145.5,MSC,CA,AUTO,Manitoba
CWGY,ESTHER 1,71240,301B460,51.6697,-110.2061,702.3,MSC,CA,AUTO,Alberta
CWGZ,Grise Fiord,,2402360,76.42580,-82.90810,41.1,NAV CANADA,NC-AWOS,AUTO,Nunavut
CWGZ,Grise Fiord,,2402338,76.42580,-82.90810,41.1,NAV CANADA,NC-HWOS,MAN,Nunavut
CWHC,VANCOUVER HARBOUR CS,71201,1108446,49.295348,-123.121687,4.0,MSC,CA,AUTO,British Columbia
CWHL,HOLLAND ROCK,71219,1063496,54.1723,-130.361,7.0,MSC,CA,AUTO,British Columbia
CWHO,HOPEDALE (AUT),71900,8502400,55.45,-60.2167,10.1,MSC,CA,AUTO,Newfoundland and Labrador
CWHQ,DESCHAMBAULT,71389,7011983,46.690641,-71.971732,60.736,MSC,CA,AUTO,Quebec
CWHT,HAINES JUNCTION,71505,2100630,60.772669,-137.580447,600.0,MSC,CA,AUTO,Yukon
CWHV,BEAUCEVILLE,71323,7028754,46.204894,-70.785096,229.756,MSC,CA,AUTO,Quebec
CWIC,ISACHSEN (AUT),71074,2402604,78.793968,-102.471566,49.626,MSC,CA,AUTO,Nunavut
CWID,FORT PROVIDENCE,71087,2201799,61.31697,-117.602073,161.453,MSC,CA,AUTO,Northwest Territories
CWIG,ISLE AUX GRUES,,701LBPH,47.073513,-70.532908,18.3,MSC,CA,AUTO,Quebec
CWII,VICTORIA BEACH (AUT),71552,5032951,50.694442,-96.562477,220.165,MSC,CA,AUTO,Manitoba
CWIJ,LUPIN CS,71470,230N002,65.755618,-111.245862,496.902,MSC,CA,AUTO,Nunavut
CWIK,BROADVIEW,71861,4010879,50.375747,-102.569282,601.039,MSC,CA,AUTO,Saskatchewan
CWIP,POINTE NOIRE CS,71390,704Q003,50.162399,-66.433959,29.097,MSC,CA,AUTO,Quebec
CWIS,CHARLEVOIX (MRC),71319,7041312,47.284039,-70.637251,722.453,MSC,CA,AUTO,Quebec
CWIT,STE-CLOTILDE,71614,7027039,45.166722,-73.6782,53.291,MSC,CA,AUTO,Quebec
CWIW,WATROUS EAST,71511,4018642,51.667115,-105.398394,525.114,MSC,CA,AUTO,Saskatchewan
CWIX,MISTOOK,71381,7065012,48.598333,-71.715944,112.5,MSC,CA,AUTO,Quebec
CWIZ,L'ACADIE,71372,702LED4,45.293967,-73.349847,43.8,MSC,CA,AUTO,Quebec
CWJB,STE-FOY (U. LAVAL),71392,701Q004,46.780269,-71.287447,91.4,MSC,CA,AUTO,Quebec
CWJC,ENNADAI LAKE (AUT),71923,2301102,61.131511,-100.883392,351.114,MSC,CA,AUTO,Nunavut
CWJD,GRAND RAPIDS (AUT),71858,5031A10,53.186681,-99.26813,224.368,MSC,CA,AUTO,Manitoba
CWJH,SOUTHEND,71451,4067655,56.337567,-103.286918,344.103,MSC,CA,AUTO,Saskatchewan
CWJI,ASSINIBOIA AIRPORT,71487,4020286,49.729471,-105.946243,723.862,MSC,CA,AUTO,Saskatchewan
CWJL,FORT LIARD,71497,2201579,60.235775,-123.472672,214.4,MSC,CA,AUTO,Northwest Territories
CWJN,HERSCHEL ISLAND,71501,2100636,69.567788,-138.911241,2.4,MSC,CA,AUTO,Yukon
CWJO,JONQUIERE,71617,7063370,48.425026,-71.142508,128.257,MSC,CA,AUTO,Quebec
CWJR,CRESTON CAMPBELL SCIENTIFIC,71770,114B1F0,49.081663,-116.500765,642.168,MSC,CA,AUTO,British Columbia
CWJT,ST-JOVITE,71376,703GDKB,46.080518,-74.555757,235.406,MSC,CA,AUTO,Quebec
CWJU,LANGARA ISLAND RCS,71903,1054503,54.2553,-133.0583,50.5,MSC,CA,AUTO,British Columbia
CWJV,VERNON AUTO,71115,1128582,50.2233,-119.1936,484.0,MSC,CA,AUTO,British Columbia
CWJX,LEADER AIRPORT,71459,402DAF0,50.876341,-109.501379,674.301,MSC,CA,AUTO,Saskatchewan
CWKA,GRIEF POINT,,1043304,49.8046,-124.5252,10.0,MSC,CA,AUTO,British Columbia
CWKB,CORNER BROOK,71973,8401298,48.93519,-57.909741,151.8,MSC,CA,AUTO,Newfoundland and Labrador
CWKD,BONNARD 1,71383,7060826,50.7289,-71.0131,498.0,MSC,CA,AUTO,Quebec
CWKF,LILLOOET,71999,1114619,50.683714,-121.93411,240.5,MSC,CA,AUTO,British Columbia
CWKG,KEJIMKUJIK 1,71599,8202592,44.4322,-65.2031,127.600,MSC,CA,AUTO,Nova Scotia
CWKH,MALAHAT,71774,1014820,48.5749,-123.5299,366.8,MSC,CA,AUTO,British Columbia
CWKK,LITTLE FLATLAND ISLAND (AUT),71468,6049470,49.689923,-88.305732,262.241,MSC,CA,AUTO,Ontario
CWKM,KOMAKUK BEACH,71046,2100682,69.61194,-140.19690,13.0,DND,DND-AWOS,AUTO,Yukon
CWKO,ROCKGLEN (AUT),71135,4036844,49.167983,-105.979313,915.615,MSC,CA,AUTO,Saskatchewan
CWKV,Hope Slide,,1113582,49.28330,-121.23300,687.8,NAV CANADA,NC-HWOS,MAN,British Columbia
CWKX,DEASE LAKE (AUT),71222,119BLM0,58.425953,-130.024949,802.847,MSC,CA,AUTO,British Columbia
CWLB,LAC LA BICHE CLIMATE,71316,3063686,54.7689,-112.0236,568.6,MSC,CA,AUTO,Alberta
CWLC,LUCY ISLAND LIGHTSTATION,71220,1064728,54.2959,-130.609,45.6,MSC,CA,AUTO,British Columbia
CWLE,LUCKY LAKE,71455,4024714,50.95,-107.15,666.2,MSC,CA,AUTO,Saskatchewan
CWLF,LANSDOWNE HOUSE (AUT),71846,6014353,52.196278,-87.935753,252.772,MSC,CA,AUTO,Ontario
CWLG,LITTLE CHICAGO,71164,220B6Q3,67.179326,-130.228035,44.455,MSC,CA,AUTO,Northwest Territories
CWLJ,MEADOW LAKE,71970,406N0NM,54.128616,-108.510957,480.885,MSC,CA,AUTO,Saskatchewan
CWLM,VICTORIA GONZALES CS,71200,1018611,48.413302,-123.324775,65.339,MSC,CA,AUTO,British Columbia
CWLP,HERBERT ISLAND (AUT),71485,1063461,50.9399,-127.6322,14.900,MSC,CA,AUTO,British Columbia
CWLS,MOUNT FOREST,71631,6145504,43.989419,-80.744694,414.639,MSC,CA,AUTO,Ontario
CWLV,WASKESIU LAKE,71454,4068559,53.914831,-106.069792,568.943,MSC,CA,AUTO,Saskatchewan
CWME,CATHEDRAL POINT (AUT),71482,1061458,52.187475,-127.471103,27.0,MSC,CA,AUTO,British Columbia
CWMI,MISCOU ISLAND (AUT),71719,8103050,48.008918,-64.49447,5.2,MSC,CA,AUTO,New Brunswick
CWMJ,MANIWAKI AIRPORT,71721,7034482,46.273566,-75.987758,198.688,MSC,CA,AUTO,Quebec
CWMM,PITT MEADOWS CS,71775,1106178,49.208307,-122.690076,6.3,MSC,CA,AUTO,British Columbia
CWMQ,MAPLE CREEK,71453,4024919,49.902487,-109.466414,764.686,MSC,CA,AUTO,Saskatchewan
CWMT,WHATI,71163,2202678,63.1343,-117.244497,270.632,MSC,CA,AUTO,Northwest Territories
CWMZ,WESTERN ISLAND (AUT),71438,6119M51,45.0333,-80.3667,185.6,MSC,CA,AUTO,Ontario
CWNC,COBOURG (AUT),71431,6151684,43.9561,-78.151,78.0,MSC,CA,AUTO,Ontario
CWND,PELLY ISLAND,71502,2203095,69.622455,-135.435683,18.2,MSC,CA,AUTO,Northwest Territories
CWNE,NORTH CAPE,71987,8300516,47.058163,-63.99707,4.2,MSC,CA,AUTO,Prince Edward Island
CWNH,RIVIERE-DU-LOUP,71715,7056616,47.806084,-69.548447,146.939,MSC,CA,AUTO,Quebec
CWNK,CARMAN U OF M CS,71147,502I001,49.498195,-98.029732,267.965,MSC,CA,AUTO,Manitoba
CWNM,NELSON CS,71776,1145M29,49.4914,-117.3053,535.9,MSC,CA,AUTO,British Columbia
CWNO,Pink Mountain,,1186173,56.56070,-122.71700,960.1,NAV CANADA,NC-HWOS,MAN,British Columbia
CWNP,NAKUSP AIRPORT,71216,1145297,50.263627,-117.811614,513.098,MSC,CA,AUTO,British Columbia
CWNQ,NICOLET,71723,7025442,46.225979,-72.657072,8.704,MSC,CA,AUTO,Quebec
CWNR,NAKISKA RIDGETOP,71245,305MGFF,50.943843,-115.191165,2449.3,MSC,CA,AUTO,Alberta
CWNS,NORTHEAST MARGAREE,73027,8204154,46.368502,-60.976133,46.221,MSC,CA,AUTO,Nova Scotia
CWNV,MACMILLAN PASS,71990,2100693,63.24366,-130.037282,1378.927,MSC,CA,AUTO,Yukon
CWNZ,NAGAGAMI (AUT),71832,6075543,49.747129,-84.163621,264.508,MSC,CA,AUTO,Ontario
CWOC,NEW CARLISLE 1,71619,7055422,48.011975,-65.331674,46.94,MSC,CA,AUTO,Quebec
CWOD,NORMANDIN,71379,7065639,48.841979,-72.54643,152.397,MSC,CA,AUTO,Quebec
CWOE,ONEFOUR CDA,71116,3044923,49.122958,-110.469033,935.754,MSC,CA,AUTO,Alberta
CWOI,IVVAVIK NAT. PARK,71978,2100660,69.1644,-140.15,244.8,MSC,CA,AUTO,Yukon
CWOJ,OAK POINT MARINE,71144,504K0NM,50.499494,-98.036614,251.907,MSC,CA,AUTO,Manitoba
CWOK,ELBOW CS,71450,4022359,51.125731,-106.582299,593.904,MSC,CA,AUTO,Saskatchewan
CWON,DAWSON,71966,2100LRP,64.044442,-139.126937,375.8,MSC,CA,AUTO,Yukon
CWOO,MCCREARY,71149,5043158,50.711861,-99.530045,351.076,MSC,CA,AUTO,Manitoba
CWOY,WYNYARD (AUT),71865,40190LN,51.765816,-104.19242,560.803,MSC,CA,AUTO,Saskatchewan
CWPA,HENDRICKSON CREEK,71979,3063135,53.79428,-118.445061,1449.3,MSC,CA,AUTO,Alberta
CWPC,PORT COLBORNE (AUT),71463,613F606,42.8667,-79.25,185.0,MSC,CA,AUTO,Ontario
CWPD,L'ETAPE,71382,7015791,47.562227,-71.22901,790.618,MSC,CA,AUTO,Quebec
CWPE,POINT LEPREAU CS,71699,8104201,45.073152,-66.449394,7.5,MSC,CA,AUTO,New Brunswick
CWPF,ESQUIMALT HARBOUR,71798,1012710,48.431972,-123.439333,4.7,MSC,CA,AUTO,British Columbia
CWPG,PORTAGE SOUTHPORT,71851,5012324,49.903044,-98.283776,271.945,MSC,CA,AUTO,Manitoba
CWPK,PARENT,71726,7075800,47.922492,-74.624283,445.194,MSC,CA,AUTO,Quebec
CWPL,PICKLE LAKE (AUT),71835,6016525,51.4492,-90.2181,391.294,MSC,CA,AUTO,Ontario
CWPN,PEMBERTON AIRPORT (WINDS),,1086081,50.3022,-122.7381,205.0,MSC,CA,AUTO,British Columbia
CWPO,PILOT MOUND (AUT),71148,5022125,49.187933,-98.9064,472.5,MSC,CA,AUTO,Manitoba
CWPR,PRINCETON CS,71032,112FN0M,49.465159,-120.514858,698.096,MSC,CA,AUTO,British Columbia
CWPS,LONG POINT (AUT),71464,6134F10,42.5486,-80.0494,180.0,MSC,CA,AUTO,Ontario
CWPU,PUNTZI MOUNTAIN AIRPORT (AUT),71050,1086558,52.108869,-124.152797,912.59,MSC,CA,AUTO,British Columbia
CWPZ,BURNS LAKE DECKER LAKE,71952,1091174,54.383092,-125.95879,715.191,MSC,CA,AUTO,British Columbia
CWQB,QUEBEC/JEAN LESAGE INTL,71714,701S001,46.803625,-71.381678,60.658,MSC,CA,AUTO,Quebec
CWQC,PORT ALBERNI AIRPORT (AUT),71475,1036B06,49.316698,-124.926912,78.3,MSC,CA,AUTO,British Columbia
CWQD,POINTE DE L'ISLET,71190,7046059,48.135354,-69.716525,7.0,MSC,CA,AUTO,Quebec
